arquivo,dataset,subset,caminho_relativo,caminho_completo,total_sentencas,total_palavras,total_silabas,media_silabas_por_sentenca,media_silabas_por_palavra
3330.txt,FakeBR_Human,,3330.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3330.txt,11,220,505,45.90909090909091,2.2954545454545454
2477.txt,FakeBR_Human,,2477.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2477.txt,8,110,222,27.75,2.018181818181818
1203.txt,FakeBR_Human,,1203.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1203.txt,6,133,281,46.833333333333336,2.112781954887218
923.txt,FakeBR_Human,,923.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/923.txt,5,181,361,72.2,1.9944751381215469
233.txt,FakeBR_Human,,233.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/233.txt,4,115,242,60.5,2.1043478260869564
1196.txt,FakeBR_Human,,1196.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1196.txt,10,194,421,42.1,2.170103092783505
2221.txt,FakeBR_Human,,2221.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2221.txt,23,417,924,40.17391304347826,2.2158273381294964
3566.txt,FakeBR_Human,,3566.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3566.txt,6,95,189,31.5,1.9894736842105263
2654.txt,FakeBR_Human,,2654.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2654.txt,6,109,242,40.333333333333336,2.220183486238532
1495.txt,FakeBR_Human,,1495.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1495.txt,8,119,259,32.375,2.176470588235294
772.txt,FakeBR_Human,,772.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/772.txt,5,81,171,34.2,2.111111111111111
452.txt,FakeBR_Human,,452.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/452.txt,5,95,184,36.8,1.936842105263158
2483.txt,FakeBR_Human,,2483.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2483.txt,10,74,148,14.8,2.0
891.txt,FakeBR_Human,,891.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/891.txt,14,201,452,32.285714285714285,2.2487562189054726
1494.txt,FakeBR_Human,,1494.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1494.txt,14,256,552,39.42857142857143,2.15625
3317.txt,FakeBR_Human,,3317.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3317.txt,8,226,526,65.75,2.327433628318584
1030.txt,FakeBR_Human,,1030.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1030.txt,4,86,183,45.75,2.127906976744186
156.txt,FakeBR_Human,,156.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/156.txt,19,347,778,40.94736842105263,2.2420749279538903
1477.txt,FakeBR_Human,,1477.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1477.txt,9,139,303,33.666666666666664,2.179856115107914
163.txt,FakeBR_Human,,163.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/163.txt,9,238,547,60.77777777777778,2.2983193277310923
840.txt,FakeBR_Human,,840.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/840.txt,11,193,397,36.09090909090909,2.05699481865285
330.txt,FakeBR_Human,,330.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/330.txt,8,125,274,34.25,2.192
251.txt,FakeBR_Human,,251.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/251.txt,4,125,258,64.5,2.064
1620.txt,FakeBR_Human,,1620.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1620.txt,6,76,172,28.666666666666668,2.263157894736842
1459.txt,FakeBR_Human,,1459.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1459.txt,7,212,451,64.42857142857143,2.1273584905660377
561.txt,FakeBR_Human,,561.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/561.txt,10,248,540,54.0,2.1774193548387095
491.txt,FakeBR_Human,,491.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/491.txt,9,173,402,44.666666666666664,2.3236994219653178
2444.txt,FakeBR_Human,,2444.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2444.txt,12,148,321,26.75,2.168918918918919
101.txt,FakeBR_Human,,101.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/101.txt,6,145,346,57.666666666666664,2.386206896551724
2433.txt,FakeBR_Human,,2433.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2433.txt,7,93,214,30.571428571428573,2.3010752688172045
3199.txt,FakeBR_Human,,3199.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3199.txt,17,250,551,32.411764705882355,2.204
344.txt,FakeBR_Human,,344.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/344.txt,6,85,187,31.166666666666668,2.2
2869.txt,FakeBR_Human,,2869.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2869.txt,5,113,238,47.6,2.106194690265487
2861.txt,FakeBR_Human,,2861.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2861.txt,4,125,273,68.25,2.184
470.txt,FakeBR_Human,,470.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/470.txt,16,362,858,53.625,2.3701657458563536
2975.txt,FakeBR_Human,,2975.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2975.txt,15,306,676,45.06666666666667,2.2091503267973858
1311.txt,FakeBR_Human,,1311.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1311.txt,7,136,295,42.142857142857146,2.1691176470588234
2451.txt,FakeBR_Human,,2451.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2451.txt,6,113,247,41.166666666666664,2.185840707964602
3260.txt,FakeBR_Human,,3260.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3260.txt,11,238,500,45.45454545454545,2.100840336134454
2824.txt,FakeBR_Human,,2824.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2824.txt,7,116,256,36.57142857142857,2.206896551724138
2487.txt,FakeBR_Human,,2487.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2487.txt,10,276,628,62.8,2.2753623188405796
1208.txt,FakeBR_Human,,1208.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1208.txt,6,164,341,56.833333333333336,2.0792682926829267
1184.txt,FakeBR_Human,,1184.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1184.txt,9,154,326,36.22222222222222,2.116883116883117
1764.txt,FakeBR_Human,,1764.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1764.txt,20,234,517,25.85,2.2094017094017095
289.txt,FakeBR_Human,,289.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/289.txt,11,164,341,31.0,2.0792682926829267
2090.txt,FakeBR_Human,,2090.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2090.txt,8,130,260,32.5,2.0
571.txt,FakeBR_Human,,571.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/571.txt,31,679,1494,48.193548387096776,2.200294550810015
24.txt,FakeBR_Human,,24.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/24.txt,141,2240,4705,33.36879432624114,2.1004464285714284
2082.txt,FakeBR_Human,,2082.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2082.txt,8,177,421,52.625,2.378531073446328
3351.txt,FakeBR_Human,,3351.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3351.txt,18,284,590,32.77777777777778,2.0774647887323945
531.txt,FakeBR_Human,,531.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/531.txt,19,524,1217,64.05263157894737,2.322519083969466
1327.txt,FakeBR_Human,,1327.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1327.txt,9,141,296,32.888888888888886,2.099290780141844
3107.txt,FakeBR_Human,,3107.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3107.txt,7,185,440,62.857142857142854,2.3783783783783785
2183.txt,FakeBR_Human,,2183.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2183.txt,6,93,213,35.5,2.2903225806451615
993.txt,FakeBR_Human,,993.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/993.txt,7,81,171,24.428571428571427,2.111111111111111
607.txt,FakeBR_Human,,607.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/607.txt,7,175,406,58.0,2.32
3506.txt,FakeBR_Human,,3506.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3506.txt,9,212,454,50.44444444444444,2.141509433962264
385.txt,FakeBR_Human,,385.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/385.txt,8,121,284,35.5,2.347107438016529
2234.txt,FakeBR_Human,,2234.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2234.txt,7,88,193,27.571428571428573,2.1931818181818183
210.txt,FakeBR_Human,,210.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/210.txt,5,95,230,46.0,2.4210526315789473
775.txt,FakeBR_Human,,775.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/775.txt,7,120,251,35.857142857142854,2.091666666666667
1789.txt,FakeBR_Human,,1789.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1789.txt,9,173,380,42.22222222222222,2.1965317919075145
514.txt,FakeBR_Human,,514.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/514.txt,11,285,615,55.90909090909091,2.1578947368421053
1441.txt,FakeBR_Human,,1441.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1441.txt,12,165,370,30.833333333333332,2.242424242424242
809.txt,FakeBR_Human,,809.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/809.txt,6,99,193,32.166666666666664,1.9494949494949494
1138.txt,FakeBR_Human,,1138.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1138.txt,7,103,219,31.285714285714285,2.1262135922330097
589.txt,FakeBR_Human,,589.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/589.txt,3,58,122,40.666666666666664,2.103448275862069
1955.txt,FakeBR_Human,,1955.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1955.txt,11,250,550,50.0,2.2
1981.txt,FakeBR_Human,,1981.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1981.txt,10,163,348,34.8,2.1349693251533743
2703.txt,FakeBR_Human,,2703.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2703.txt,15,309,637,42.46666666666667,2.0614886731391584
2338.txt,FakeBR_Human,,2338.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2338.txt,52,520,1035,19.903846153846153,1.9903846153846154
359.txt,FakeBR_Human,,359.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/359.txt,8,150,363,45.375,2.42
1790.txt,FakeBR_Human,,1790.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1790.txt,5,79,179,35.8,2.2658227848101267
533.txt,FakeBR_Human,,533.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/533.txt,2,121,254,127.0,2.0991735537190084
504.txt,FakeBR_Human,,504.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/504.txt,8,118,255,31.875,2.1610169491525424
3536.txt,FakeBR_Human,,3536.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3536.txt,9,151,347,38.55555555555556,2.2980132450331126
2569.txt,FakeBR_Human,,2569.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2569.txt,8,140,313,39.125,2.2357142857142858
2693.txt,FakeBR_Human,,2693.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2693.txt,23,526,1144,49.73913043478261,2.1749049429657794
3422.txt,FakeBR_Human,,3422.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3422.txt,16,247,496,31.0,2.0080971659919027
603.txt,FakeBR_Human,,603.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/603.txt,12,236,520,43.333333333333336,2.2033898305084745
2732.txt,FakeBR_Human,,2732.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2732.txt,8,109,232,29.0,2.128440366972477
758.txt,FakeBR_Human,,758.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/758.txt,22,320,702,31.90909090909091,2.19375
282.txt,FakeBR_Human,,282.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/282.txt,6,163,342,57.0,2.098159509202454
843.txt,FakeBR_Human,,843.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/843.txt,7,105,218,31.142857142857142,2.0761904761904764
1478.txt,FakeBR_Human,,1478.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1478.txt,7,126,257,36.714285714285715,2.0396825396825395
153.txt,FakeBR_Human,,153.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/153.txt,48,750,1545,32.1875,2.06
2776.txt,FakeBR_Human,,2776.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2776.txt,10,145,311,31.1,2.1448275862068966
784.txt,FakeBR_Human,,784.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/784.txt,8,177,338,42.25,1.9096045197740112
596.txt,FakeBR_Human,,596.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/596.txt,28,342,690,24.642857142857142,2.017543859649123
3588.txt,FakeBR_Human,,3588.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3588.txt,12,273,550,45.833333333333336,2.0146520146520146
3417.txt,FakeBR_Human,,3417.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3417.txt,13,263,543,41.76923076923077,2.064638783269962
1341.txt,FakeBR_Human,,1341.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1341.txt,10,222,482,48.2,2.171171171171171
2370.txt,FakeBR_Human,,2370.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2370.txt,8,129,283,35.375,2.193798449612403
687.txt,FakeBR_Human,,687.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/687.txt,14,348,800,57.142857142857146,2.2988505747126435
1627.txt,FakeBR_Human,,1627.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1627.txt,12,218,493,41.083333333333336,2.261467889908257
3091.txt,FakeBR_Human,,3091.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3091.txt,8,131,302,37.75,2.3053435114503817
1950.txt,FakeBR_Human,,1950.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1950.txt,9,230,555,61.666666666666664,2.4130434782608696
